真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE
3091.1992,3073.8138499999995,3054.4322,3063.79871,3053.1493500000006,3046.1194299999997,3036.62709,3040.10934,3043.51907,152.79742308007567,0.3533451377231754
3065.4034,3058.7131799999997,3048.16788,3036.1333999999997,3047.3216700000003,3036.7174999999997,3031.1754499999997,3023.4244100000005,3023.30997,98.95273133390164,0.25257588575649015
3048.7939,3058.01098,3038.1518499999997,3033.04135,3033.6256000000003,3047.1609300000005,3031.43901,3032.995819999999,3048.84733,158.7220594222111,0.3558335651794627
3051.2787,3038.2353599999997,3047.8372900000004,3036.3678200000004,3032.54856,3030.7645399999997,3037.73924,3033.5774200000005,3025.8504000000003,141.13145288416638,0.29895343378241795
3028.0451,3072.2003600000003,3052.51815,3038.0227,3048.5379,3027.4981500000004,3030.0436199999995,3026.93948,3043.55982,522.4022586689766,0.591666874144123
3037.4675,3023.3741600000003,3050.1679,3073.177,3038.3172,3042.45261,3044.61728,3033.97563,3013.53455,587.9090119934324,0.7490364909450854
3028.9187,3038.2355799999996,3049.17044,3044.9534200000003,3029.59069,3031.59481,3026.71966,3033.01386,3039.1434299999996,1105.11401420058,0.840600864091654
3032.6333,3022.7459000000003,3050.1680900000006,3054.0564600000002,3044.0279999999993,3047.09133,3034.8460500000006,3036.6333400000003,3046.53377,2540.489228105966,1.4341999054006207
3015.8907,3035.05147,3038.8660499999996,3025.44162,3009.46211,2998.47561,2990.92713,2979.58172,2969.6508000000003,271.29604822216373,0.41858477469567834
3030.2464,3012.8188800000003,3025.5045099999998,3023.6459,3002.8505,3004.1408999999994,3030.0573300000005,3021.9778999999994,3020.8885899999996,2110.4129103344267,1.23688630121716
3018.0491,3027.1798600000006,3009.3942700000002,3008.4005700000002,3000.9548299999997,2998.7562900000003,2991.0290199999995,2987.8198999999995,2981.8994,791.097955034095,0.7803298921202789
3005.4369,3003.4379000000004,2993.5413500000004,2993.23326,2987.9749299999994,2990.77434,2986.2807500000004,2986.87543,2982.5179700000003,608.923623881861,0.6968181231148547
2998.1377,2990.985,2979.4735800000003,2971.0536899999997,2967.07777,2957.59169,2949.7334299999998,2942.0298099999995,2931.54493,1038.1946208429372,0.8282957080429273
2963.0989,2976.4953100000007,2949.83104,2944.5936699999997,2935.5172199999997,2938.9162800000004,2935.11879,2936.5928900000004,2943.07362,1328.3114396184978,1.0040608617539566
2949.9963,2958.07659,2942.5569,2934.0967000000005,2955.0127899999998,2946.12487,2936.8013100000003,2937.1488199999994,2946.64468,1175.9447835867527,0.9520592294112686
2972.5251,2955.01176,2942.5521099999996,2928.1943599999995,2937.91166,2936.5658300000005,2946.4958,2938.24645,2931.50799,1342.129378129296,1.0521962304099524
2945.8524,2957.82281,2938.50293,2934.7237699999996,2942.6384099999996,2952.6598299999996,2949.46384,2946.32244,2943.05971,1115.2701438610422,0.9120273545954379
2967.4028,2936.0465000000004,2954.3980299999994,2949.46545,2932.34975,2944.1479499999996,2935.75355,2941.36091,2953.0059399999996,1019.0477703145821,0.9329888470320596
2994.7303,2958.984,2938.8610000000003,2933.7962,2939.31566,2953.0273000000007,2946.0978499999997,2930.6982400000006,2929.70604,1104.572578939653,0.9489319048207708
2997.0111,2957.1461999999997,2934.7973300000003,2936.8551999999995,2954.6615800000004,2971.30095,2966.5597900000002,2948.29872,2936.69183,994.6948196968996,0.8923584964270046
2982.3756,3001.0269099999996,2965.3131600000006,2949.17601,2933.6924599999998,2923.34499,2928.17379,2923.96338,2932.5221500000002,702.069362588562,0.7204453343867007
2957.567,2973.2620499999994,2962.725,2944.9386,2937.0634699999996,2928.4892800000002,2928.72917,2942.22914,2954.08899,563.5942969545495,0.7385184758023855
2949.9333,2938.8021000000003,2933.7961800000003,2937.3638099999994,2954.80954,2945.60746,2931.828809999999,2932.96742,2939.0071900000003,777.8562344807963,0.8538055743649761
2922.4498,2937.6166000000003,2936.0467799999997,2957.1453599999995,2939.11823,2930.95265,2932.11708,2943.2614700000004,2941.7098999999994,873.6985739308343,0.9443849759355336
2959.3724,2906.1809099999996,2926.3990999999996,2915.5785599999995,2927.21659,2915.31372,2902.5297600000004,2903.7194299999996,2906.72541,3160.82939002961,1.7975441460000317
2939.3636,2958.7013699999998,2950.1150100000004,2948.8378900000002,2938.7445399999992,2945.6311400000004,2949.7572099999993,2949.6865399999997,2952.0977699999994,663.9199470566165,0.8361940116361816
2970.3874,2936.04584,2937.6160000000004,2954.4173600000004,2945.29434,2937.68177,2940.55885,2941.26826,2937.35009,1004.572289909229,1.043864230495372
2971.295,2976.36499,2992.65633,2997.66548,2978.43856,2966.5801199999996,2941.9570199999994,2941.6759700000002,2956.22575,623.6852255154065,0.7388252035614566
2974.0107,2971.31958,2954.16228,2940.5024700000004,2938.57036,2940.76029,2951.6533700000005,2951.7237,2954.74588,1059.654372695079,0.970924160826872
2976.3043,2972.989330000001,2973.85657,2954.7377700000006,2956.1486099999997,2943.4353,2940.01102,2939.40982,2940.05102,825.250389479246,0.8494887237851724
2962.8549,2978.5907799999995,2957.4835099999996,2938.8432500000004,2939.43467,2933.30267,2947.60333,2948.3499199999997,2947.89056,1573.3219632597015,1.2223148007659388
2977.1334,2957.5805599999994,2934.1887699999997,2937.8266000000003,2938.2724099999996,2948.06012,2940.9848900000006,2949.8410999999996,2936.79799,1810.2777884644067,1.375935345797032
2982.3086,2957.8231999999994,2938.8021799999997,2939.26884,2934.7127,2951.31221,2952.7063399999997,2937.5246099999995,2933.99417,1994.7113648203376,1.4351395047921232
2964.2155,2956.9438600000003,2957.82047,2938.8035000000004,2938.8281300000003,2934.9800399999995,2946.7477499999995,2955.2042599999995,2938.4435599999997,2080.6598467593312,1.3557148888753525
2915.3685,2956.9438000000005,2942.5562400000003,2930.803720000001,2932.40809,2937.91487,2952.5171399999995,2946.5356499999994,2944.21979,1840.7119332146624,1.3240014963138358
2901.9518,2923.44063,2930.46576,2937.7704399999993,2932.150559999999,2937.3631999999993,2952.577,2937.37537,2936.90372,1347.384154316603,1.1267535506298547
2886.7416,2917.75037,2924.3609399999996,2925.74025,2935.96538,2927.78095,2926.0805400000004,2934.65547,2919.9926800000003,1372.0926046706068,1.1302506620761195
2890.8973,2877.7531,2870.25846,2855.9592199999997,2849.64715,2835.9771100000007,2837.4130499999997,2837.2197100000003,2841.43001,3031.372400532402,1.5489781893695562
2891.8453,2894.3894899999996,2897.4524,2897.4286999999995,2896.26684,2894.9862000000003,2893.1423199999995,2893.20485,2894.1949899999995,721.6540128353391,0.8249503641131374
2879.2996,2899.86992,2907.23557,2913.35826,2914.3039799999997,2917.98951,2922.3774399999998,2924.97634,2926.49186,1802.4484826657754,1.320225929481659
2938.7493,2888.00698,2877.70333,2832.7423799999997,2796.1250800000003,2798.0379999999996,2793.4829599999994,2794.79242,2795.28072,4468.495299158579,2.2972319027692483
2932.3871,2937.9158799999996,2938.1299400000003,2950.63829,2949.9741499999996,2949.85786,2946.4956900000006,2945.2568,2943.64261,5312.8143644528,2.3367244225923387
2905.3375,2935.8727499999995,2939.31679,2932.1568400000006,2937.77074,2938.5232,2939.6104699999996,2956.1235399999996,2975.50594,5974.600559243723,2.5876551901411116
2860.6978,2905.87604,2919.27085,2924.3015399999995,2931.6402799999996,2939.8445599999995,2938.3282000000004,2933.51481,2932.82795,4377.923711546524,2.265842467911507
2867.2837,2860.75846,2845.88445,2831.5170100000005,2823.10094,2821.0166600000002,2825.3550999999998,2821.35416,2817.36694,1409.0130458725753,1.2080426539861455
2869.8338,2835.685,2837.1306,2846.40805,2843.10745,2834.5762,2824.21835,2823.92495,2826.09085,1278.7118469315587,1.1514830090210368
2869.9014,2835.2494999999994,2788.1394,2790.06582,2792.82651,2772.50138,2760.31826,2757.08052,2760.06161,8699.792653780372,3.0592071369879292
2862.1941,2849.1881599999997,2831.84188,2806.83056,2806.6375799999996,2807.0454,2800.3522600000006,2795.84326,2801.29639,3947.141587457903,1.9878456216940665
2858.2046,2824.9499,2837.6459,2849.5651999999995,2838.8387800000005,2835.75152,2837.65276,2838.8104800000006,2834.69651,1226.2171721358545,1.0984388030178707
2867.946,2838.803000000001,2828.18737,2830.8527400000003,2837.44521,2841.4504200000006,2835.2461000000008,2830.5534,2829.1457500000006,1257.0551566026627,1.1724254213827703
2850.6539,2822.7419000000004,2775.712,2778.7392800000002,2778.8049200000005,2779.21439,2781.04827,2779.50872,2782.2219200000004,7224.913638218296,2.828989727564828
2877.3579,2828.28274,2837.86096,2837.0367000000006,2833.07162,2838.5907999999995,2859.9452000000006,2855.2868399999998,2838.8825800000004,1149.8253451461921,0.9893960960966095
2879.4298,2850.6715,2829.5736400000005,2831.8805500000003,2829.69743,2828.5561799999996,2827.78736,2824.4580100000003,2823.2391000000002,1199.7900573796271,1.123988521301473
2893.6738,2854.52682,2835.2493000000004,2837.8490100000004,2837.0361399999997,2833.6721399999997,2833.07227,2830.4769400000005,2825.3593300000007,552.3771149146311,0.7617187116534627
2866.661,2869.43182,2829.41085,2788.74846,2786.50258,2786.8988600000002,2789.11963,2790.8859,2789.86135,2561.0546179822336,1.605760038851741
2856.5839,2820.7458699999997,2775.712,2776.0197999999996,2778.9759999999997,2779.390820000001,2780.3814900000007,2779.2221199999994,2782.8435200000004,4016.588027494767,2.1665698983354074
2848.7718,2822.2180100000005,2782.847460000001,2784.6701300000004,2784.91947,2772.4041700000002,2767.3418699999997,2761.01369,2753.02416,4026.073683440845,2.168314343750134
2854.3675,2816.1674599999997,2816.2036799999996,2824.9448,2834.5411500000005,2845.6221299999997,2852.71275,2842.3398500000003,2834.63632,772.321012434357,0.8827436440605064
2855.5203,2836.6722,2837.8507600000007,2833.55076,2837.28335,2835.68823,2842.1537099999996,2845.7323900000006,2840.12186,830.8773465440546,0.8185597142647174
2848.7312,2836.8025999999995,2837.3409999999994,2833.3112,2827.51988,2821.77482,2830.41684,2830.88759,2830.16708,656.832693953613,0.7295398643118811
