真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE
3487.497,3425.501,3446.5847000000003,3434.1518999999994,3398.353399999999,3377.4375999999997,3382.9757,3380.7703,3370.578,28148.208507849937,4.831921546091393
3370.652,3488.8551999999995,3464.9883999999993,3432.5166000000004,3447.9398,3444.300600000001,3442.5364,3427.2400000000002,3403.9268,48669.78085169506,6.5199694441332685
3309.259,3328.0700000000006,3373.5888999999997,3338.1325999999995,3357.3051,3361.8294,3344.3428,3347.5881999999997,3369.3546,20314.933816297467,4.004499481840116
3262.05,3272.1433,3329.7513999999996,3335.2666,3342.8072,3364.5609000000004,3340.5544,3350.5285000000003,3356.1585000000005,16852.785861240016,3.4295992555375188
3129.85,3376.41,3347.0681000000004,3306.0325,3328.1383,3365.972,3356.1187,3368.1155,3363.9529,18744.764858137525,3.7736859623848122
3154.125,3155.61,3069.5449999999996,3041.7048000000004,3162.1171000000004,3205.2307000000005,3202.2508,3220.0932999999995,3250.017,9743.02566093373,2.58687864408982
3184.958,3045.7522,3053.8942,3077.2498,3131.0748,3195.4399,3221.0407,3229.3509,3241.0566000000003,15879.44706830374,3.4592107860618797
3199.158,3205.838,3160.6897,3152.7316,3160.3923999999997,3188.7497000000003,3198.4776,3210.527,3225.0338999999994,9766.552480783743,2.572413843244962
3268.558,3267.1434,3220.0882,3236.2655000000004,3207.6345,3195.0446999999995,3154.3867999999998,3135.0222000000003,3117.995,9070.488005583726,2.633112690305635
3289.024,3312.5049999999997,3343.1673,3354.2324999999996,3347.4794,3309.1909,3314.4226000000003,3301.0409,3281.6201,2401.359933911259,1.279217341180163
3329.573,3264.7064999999993,3222.1557999999995,3206.7794999999996,3142.9392999999995,3153.0629,3117.8823999999995,3127.7713,3136.2556,12893.011315856307,3.2660876448272305
3292.067,3383.0819999999994,3359.6555999999996,3359.392799999999,3346.2961999999998,3250.8197000000005,3257.1360999999997,3212.9843,3224.5176999999994,5338.492162264977,2.0235034462511745
3259.408,3312.3869999999997,3367.114099999999,3376.5011000000004,3360.234999999999,3381.7555999999995,3379.970500000001,3374.4134000000004,3357.3243,8400.125075509986,2.704951913132111
3273.754,3383.0284,3386.3497,3387.2000000000007,3376.7748,3370.0062999999996,3352.9598000000005,3332.6773000000003,3330.7140999999997,8548.276399240041,2.487239708737388
3254.528,3253.3630000000003,3200.828700000001,3195.6539999999995,3203.8518000000004,3257.6511999999993,3234.7999000000004,3228.9191,3305.2320999999997,4043.6661543749924,1.6127388212994607
3256.926,3288.5134,3271.8351999999995,3239.5769000000005,3132.789099999999,3127.9851000000003,3137.5483999999997,3081.8112,3100.6884999999997,22873.346992910036,3.87779185794
3289.641,3302.5423999999994,3289.1167,3302.8336000000004,3309.1456,3328.3365,3327.8875,3328.7921,3350.2077000000004,736.1361182712548,0.6173532019775918
3271.668,3262.7376,3179.9335,3180.6294,3112.7590999999998,3122.3347000000003,3141.9300999999996,3148.8462,3157.6223,20514.047123901262,3.9752051603982292
3288.405,3268.6441000000004,3172.8786000000005,3164.5827,3158.5908000000004,3183.2566000000006,3186.7462000000005,3194.7828000000004,3195.8697999999995,12859.664853297441,3.1764179037080758
