date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctchg,isst,MACD,Signal,WMS(5),WMS(10),RSV,K,D,J,RSI(5),RSI(14),PSY(10),PSY(20),OBV,OBV(30)
2010-06-01,sz.399006,986.0156,994.7931,948.1186,973.2333,0.0,135628510.0,4924176838.91,3,0.05809,1,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,
2010-06-02,sz.399006,967.6097,997.1196,952.6116,997.1196,973.2333,107462758.0,4001206160.77,3,0.046027,1,2.45433,0.0,1.9054598290598503,0.3810919658119701,,,,,,,,,,,107462758.0,
2010-06-03,sz.399006,1002.355,1026.702,997.7751,998.3949,997.1196,161680539.0,6240835495.9,3,0.069248,1,0.127895,0.0,3.4783601529209136,1.000545603233759,,,,,,,,,,,269143297.0,
2010-06-04,sz.399006,989.6815,1027.682,986.5043,1027.682,998.3949,150029501.0,5269440644.11,3,0.064077,1,2.933383,0.0,7.007342912037984,2.2019050649946044,,,,,,,,,,,419172798.0,
2010-06-07,sz.399006,1005.029,1075.225,1001.703,1069.469,1027.682,265527537.0,9106094723.42,3,0.113406,1,4.066141,0.0,13.025795581864372,4.366683168368558,4.528489517443545,,,,,,100.0,,,,684700335.0,
2010-06-08,sz.399006,1067.325,1075.503,1050.965,1067.155,1069.469,197672078.0,6621994295.26,3,0.084425,1,-0.216343,0.0,17.408072795182875,6.974961093731422,6.7929895826721465,,,,,,97.65194617538148,,,,487028257.0,
2010-06-09,sz.399006,1070.852,1102.098,1069.431,1077.823,1067.155,254156809.0,8994866395.71,3,0.108549,1,0.999699,0.0,21.49410681934762,9.878790238854664,21.000279426992872,,,,,,97.28821981123002,,,,741185066.0,
2010-06-10,sz.399006,1077.675,1119.106,1076.281,1117.478,1077.823,219740471.0,8242731100.19,3,0.092961,1,3.679166,0.0,27.61383026484043,13.425798244051816,1.2277368993006337,,,,,,98.12951303480442,,,,960925537.0,
2010-06-11,sz.399006,1122.444,1128.229,1118.707,1122.199,1117.478,222487419.0,8449039155.87,3,0.091702,1,0.422497,0.0,32.47040185017136,17.234718965275725,4.765818883075391,,96.65205340724356,96.65205340724356,96.65205340724356,96.6520534072436,97.6660446820313,,,,1183412956.0,
2010-06-17,sz.399006,1126.131,1129.685,1064.84,1064.84,1122.199,176428356.0,6757409316.43,3,0.072718,1,-5.111357,0.0,31.329728284830367,20.053720829186656,82.37423780487805,35.71420703390057,63.37959286939765,76.68857708453602,84.67396761361904,60.71779602637,47.98242631867983,,70.0,,1006984600.0,
2010-06-18,sz.399006,1052.068,1053.139,993.1747,1000.277,1064.84,163065095.0,5827721367.28,3,0.06721,1,-6.063113,0.0,24.928679442641965,21.02871255187772,94.79724240588438,73.08155826905673,9.61910369204795,44.91882653019957,65.84258499515718,3.071309600284337,31.1042799181764,,70.0,,843919505.0,
2010-06-21,sz.399006,991.9573,1043.156,976.414,1040.803,1000.277,157479764.0,5604269447.33,3,0.064536,1,4.051421,0.0,22.862368475769017,21.395443736655977,57.99009597379795,57.99009597379795,42.00990402620205,43.71050487469291,56.64925940665664,17.832995810765453,41.0503616601555,,70.0,,1001399269.0,
2010-06-22,sz.399006,1037.039,1057.366,1033.647,1034.996,1040.803,142716206.0,5067480291.85,3,0.058486,1,-0.557959,0.0,20.51968759316765,21.220292507958312,61.77881008148957,61.77881008148957,38.22118991851043,41.60323230857546,50.87329639744065,23.063104130845105,26.15796411062809,,60.0,,858683063.0,
2010-06-23,sz.399006,1026.865,1056.348,1023.737,1047.338,1034.996,125735943.0,4608672511.83,3,0.051527,1,1.192485,0.0,19.434958268130345,20.86322565999272,53.72640616946454,53.72640616946454,46.273593830535454,43.30984561659994,48.10950911962969,33.71051861054045,29.274018948266004,61.08718764465916,60.0,,984419006.0,
2010-06-24,sz.399006,1046.76,1059.755,1041.54,1050.602,1047.338,106913294.0,3904947868.9,3,0.043813,1,0.311663,0.0,18.62399417280926,20.415379362556028,10.982589601756647,51.5968448043008,48.4031551956992,45.11315920725724,47.048635352694525,41.24220691638267,44.372420989391536,61.46356829524082,60.0,,1091332300.0,
2010-06-25,sz.399006,1046.212,1046.212,999.1636,1016.284,1050.602,123729834.0,4515664637.18,3,0.050705,1,-3.266548,0.0,15.038765959405737,19.34005668192597,52.160401243085694,73.98725133913133,26.012748660868667,38.48784630242746,44.07917529671767,27.305188313847022,58.31471996841783,52.75440488619273,60.0,,967602466.0,
2010-06-28,sz.399006,1009.223,1014.414,984.2165,987.8274,1016.284,92067332.0,3463552184.2,3,0.035922,1,-2.800017,0.0,9.78840236247254,17.429725818035287,95.219788584629,92.5534510768508,7.446548923149211,27.86440714404008,38.5299032791016,6.533414873917025,18.537171745007555,48.591254325552434,50.0,,875535134.0,
2010-06-29,sz.399006,985.5725,992.2276,912.54,913.3092,987.8274,149779969.0,5293896897.01,3,0.05844,1,-7.543644,0.0,-0.381150909910616,13.867550472446109,99.47749889617222,99.64576665361852,0.3542333463814819,18.532520011608987,31.74647381156077,-7.895387588294575,10.206751132121369,36.393870265630085,40.0,,725755165.0,
2010-06-30,sz.399006,898.2917,921.8104,881.3604,919.3148,913.3092,122366104.0,3852158586.29,3,0.047744,1,0.657567,0.0,-7.865326825197599,9.520975012917368,78.7244681173085,84.71581148222933,21.275531882691485,19.45755161073605,27.602255015128478,3.1681448019512146,6.324678089332636,30.47497980585534,40.0,,848121269.0,
2010-07-01,sz.399006,914.3952,921.2144,882.1904,882.1904,919.3148,104957291.0,3663773721.75,3,0.040952,1,-4.038267,0.0,-16.600854658255003,4.296609078682893,99.4965168672916,99.53473928022488,0.4652607197751091,13.077615602124885,22.72310323006301,-6.213359653751375,3.328625872118124,27.94510642986228,40.0,55.00000000000001,743163978.0,
2010-07-02,sz.399006,878.951,885.338,832.623,873.1205,882.1904,128883350.0,4212661774.41,3,0.050287,1,-1.028117,0.0,-23.97927042878996,-1.3585668228116774,77.723044595167,82.17005970096687,17.829940299033133,14.669905387300014,20.02483964732249,3.960036867255063,3.870218534335791,25.498210924432712,40.0,55.00000000000001,614280628.0,
2010-07-05,sz.399006,857.3698,870.8632,842.733,862.2687,873.1205,91586433.0,2851736006.91,3,0.035735,1,-1.242876,0.0,-30.352483121616046,-7.157350082572552,81.42553535424423,86.94781008400406,13.052189915995946,14.128813393061812,18.05274216751847,6.280955844148494,4.365489834622224,17.1905488569177,30.0,50.0,522694195.0,
2010-07-06,sz.399006,859.2588,898.4452,857.7974,893.7186,862.2687,116523157.0,3751055713.42,3,0.045464,1,3.647349,0.0,-32.4910197542107,-12.22408401690018,31.497498525576425,73.10128031276967,26.89871968723032,18.395191774685017,18.167153312530388,18.851268698994275,39.63477867041405,22.515646374376477,40.0,50.0,639217352.0,
2010-07-07,sz.399006,896.532,908.5493,890.3369,908.5493,893.7186,104616296.0,3342473672.59,3,0.040819,1,1.659436,0.0,-32.6131676030617,-16.301900734132484,14.296082915497388,66.57172921472979,35.54785124702114,24.121462829594748,20.15494944959761,32.05448958958903,44.790552683865855,29.056640485239495,40.0,50.0,743833648.0,
