date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctchg,isst,MACD,Signal,WMS(5),WMS(10),RSV,K,D,J,RSI(5),RSI(14),PSY(10),PSY(20),OBV,OBV(30),ma_5,ma_10,ma_20
2005-01-04,sh.000300,994.77,994.77,980.66,982.794,0.0,741286894.0,4431977400.0,3,0.0,1,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,
2005-01-05,sh.000300,981.58,997.32,979.88,992.564,982.794,711910898.0,4529208200.0,3,0.0,1,0.994107,0.0,0.7793732193732694,0.1558746438746538,,,,,,,,,,,711910898.0,,,,
2005-01-06,sh.000300,993.33,993.79,980.33,983.174,992.564,628802905.0,3921015400.0,3,0.0,1,-0.946036,0.0,0.632051687892158,0.2511100526781547,,,,,,,,,,,83107993.0,,,,
2005-01-07,sh.000300,983.05,995.71,979.81,983.958,983.174,729869409.0,4737469400.0,3,0.0,1,0.079741,0.0,0.5719672778953964,0.3152814977216031,,,,,,,,,,,812977402.0,,,,
2005-01-10,sh.000300,983.76,993.96,979.79,993.879,983.958,579169799.0,3762932900.0,3,0.0,1,1.008277,0.0,1.3097932555002672,0.514183849277336,19.629207073588216,,,,,,68.55851330989458,,,,1392147201.0,,987.2738,,
2005-01-11,sh.000300,994.19,999.55,991.09,997.135,993.879,584907998.0,3704076700.0,3,0.0,1,0.327603,0.0,2.132673514244857,0.8378817822708402,12.22165991902816,,,,,,71.6494067208116,,,,1977055199.0,,990.142,,
2005-01-12,sh.000300,996.65,996.98,989.26,996.748,997.135,501452509.0,3093299700.0,3,0.0,1,-0.038814,0.0,2.7222045031273865,1.2147463264421496,14.180161943319376,,,,,,58.81287387311503,,,,1475602690.0,,990.9788,,
2005-01-13,sh.000300,996.08,999.47,992.7,996.877,996.748,604406584.0,3842173300.0,3,0.0,1,0.012945,0.0,3.1633560812759924,1.6044682774089185,13.527327935222688,,,,,,97.32679422532328,,,,2080009274.0,,993.7194,,
2005-01-14,sh.000300,996.62,1006.46,987.23,988.306,996.877,729784238.0,4162921200.0,3,0.0,1,-0.859784,0.0,2.789211521919242,1.8414169263109832,68.06899137607779,,31.93100862392221,31.93100862392221,31.93100862392221,31.93100862392221,59.76464247215261,,,,1350225036.0,,994.589,,
2005-01-17,sh.000300,979.11,981.53,965.08,967.452,988.306,728818876.0,4249807800.0,3,0.0,1,-2.110075,0.0,0.800725482287362,1.6332786375062591,94.26776220396336,94.26776220396336,5.73223779603663,16.211746127190864,22.4994511258834,3.636336129805791,10.196704521492606,,50.0,,621406160.0,,989.3036,988.2887,
