date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctchg,isst,MACD,Signal,WMS(5),WMS(10),RSV,K,D,J,RSI(5),RSI(14),PSY(10),PSY(20),OBV,OBV(30)
1991-04-03,sz.399001,988.05,988.05,988.05,988.05,988.05,100.0,10000.0,3,0.0,1,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,
1991-04-04,sz.399001,983.11,983.11,983.11,983.11,988.05,52300.0,761000.0,3,0.0,1,-0.499975,0.0,-0.3940740740740693,-0.0788148148148138,,,,,,,,,,,-52300.0,
1991-04-05,sz.399001,978.27,978.27,978.27,978.27,983.11,10700.0,150000.0,3,0.0,1,-0.492312,0.0,-1.0844275614646222,-0.2799373641447755,,,,,,,,,,,-63000.0,
1991-04-08,sz.399001,968.57,968.57,968.57,968.57,973.42,5700.0,84000.0,3,0.0,1,-0.498241,0.0,-2.386733825813735,-0.7012966564785675,,,,,,,,,,,-68700.0,
1991-04-09,sz.399001,963.73,963.73,963.73,963.73,968.57,1900.0,39000.0,3,0.0,1,-0.499708,0.0,-3.765956866818669,-1.314228698546588,100.0,,,,,,0.0,,,,-70600.0,
1991-04-10,sz.399001,958.88,958.88,958.88,958.88,963.73,4500.0,110000.0,3,0.0,1,-0.50325,0.0,-5.190522418981345,-2.08948744263354,100.0,,,,,,0.0,,,,-75100.0,
1991-04-11,sz.399001,954.03,954.03,954.03,954.03,958.88,4500.0,59000.0,3,0.0,1,-0.505796,0.0,-6.6343783653312585,-2.998465627173084,100.0,,,,,,0.0,,,,-79600.0,
1991-04-12,sz.399001,949.31,949.31,949.31,949.31,954.03,6800.0,113000.0,3,0.0,1,-0.494747,0.0,-8.06652329919143,-4.012077161576753,100.0,,,,,,0.0,,,,-86400.0,
1991-04-15,sz.399001,939.98,939.98,939.98,939.98,944.58,5000.0,64000.0,3,0.0,1,-0.486993,0.0,-9.840921486128082,-5.177846026487019,100.0,,0.0,0.0,0.0,0.0,0.0,,,,-91400.0,
1991-04-16,sz.399001,935.38,935.38,935.38,935.38,939.98,2200.0,34000.0,3,0.0,1,-0.48937,0.0,-11.485923809384644,-6.439461583066545,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-93600.0,
