date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,ma_5,ma_10,ma_20,ema_12,ema_26,macd,signal,wms_5,wms_10,rsv,kdj_k,kdj_d,kdj_j,rsi_5,rsi_14,psy_10,psy_20,obv,BB_Middle,BB_Upper,BB_Lower,ATR,CCI,Aroon_Oscillator,MFI,Coppock_Curve,Force_Index,KC_Middle,KC_Upper,KC_Lower,ROC(14),Williams_%R,Aroon_Up,Aroon_Down,DPO,KST,PP,S1,R1,S2,R2,R3,S3,Center_Line,Upper_Band,Lower_Band,EMA,Bull_Power,Bear_Power,Up_Candle,Total_Range,IMI,Qstick
2004-01-02,sh.000016,996.996,1021.568,993.892,1011.347,0.0,806465200,5742758967.0,3,0.025592,1,0.0,0.0,,,,1011.347,1011.347,0.0,0.0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1008.9356666666666,996.3033333333332,1023.9793333333332,981.2596666666668,1036.611666666667,1051.6553333333331,968.6273333333334,,,,1011.347,10.221000000000004,-17.454999999999927,14.351,14.351,,
2004-01-05,sh.000016,1008.279,1060.898,1008.279,1060.801,1011.347,1446818000,10706463941.0,3,0.045913,1,4.889918,0.0,,,,1018.9553076923077,1015.0102592592592,3.9450484330484414,0.7890096866096883,,,,,,,,,,,1446818000,,,,,,,,,71550937371.99992,,,,,,,,,,1043.3259999999998,1025.7539999999997,1078.3729999999996,990.707,1095.9449999999997,1130.9919999999995,973.1349999999998,,,,1017.9408666666668,42.95713333333322,-9.661866666666697,52.521999999999935,52.521999999999935,,
2004-01-06,sh.000016,1059.141,1086.694,1059.095,1075.656,1060.801,1699133400,12416997345.0,3,0.05392,1,1.400355,0.0,,,,1027.6784911242603,1019.502536351166,8.175954773094304,2.266398703906612,,,,,,,,,,,3145951400,,,,,,,,,25240626657.00003,,,,,,,,,,1073.8149999999998,1060.9359999999997,1088.5349999999996,1046.216,1101.4139999999998,1116.1339999999996,1033.3369999999998,,,,1025.6362177777778,61.05778222222216,33.458782222222226,16.514999999999873,16.514999999999873,,
2004-01-07,sh.000016,1075.562,1095.841,1070.98,1086.303,1075.656,1372941900,10352534788.0,3,0.043568,1,0.989812,0.0,,,,1036.6976463359126,1024.450718843672,12.246927492240502,4.26250446157339,,,,,,,,,,,4518893300,,,,,,,,,14617712409.300222,,,,,,,,,,1084.3746666666666,1072.9083333333333,1097.7693333333332,1059.5136666666667,1109.2356666666665,1122.630333333333,1048.0473333333334,,,,1033.725122074074,62.115877925925815,37.25487792592594,10.741000000000213,10.741000000000213,,
2004-01-08,sh.000016,1087.68,1108.291,1082.509,1102.662,1086.303,1078042700,8188926758.0,3,0.03421,1,1.505934,0.0,1067.3538,,,1046.84600843808,1030.2441470774745,16.601861360605653,6.730375841379843,4.920497556796748,,,,,,100.0,,,,5596936000,,,,,,,,,17635700529.29992,,,,,,,,,,1097.8206666666667,1087.3503333333335,1113.1323333333337,1072.0386666666668,1123.602666666667,1138.9143333333334,1061.5683333333336,,,,1042.916705797531,65.37429420246895,39.59229420246902,14.981999999999973,14.981999999999973,,
2004-01-09,sh.000016,1105.77,1115.461,1079.072,1081.785,1102.662,1346744200,10548445392.0,3,0.042737,1,-1.893323,0.0,1081.4414000000002,,,1052.2212379091443,1034.0619880346983,18.159249874446004,9.016150647993076,31.41945475919457,,,,,,81.39172133485458,,,,5596936000,,,,,,,,,-28115978663.399937,,,,,,,,,,1092.106,1068.751,1105.14,1055.717,1128.495,1141.5290000000002,1032.362,,,,1048.099145024527,67.36185497547308,30.97285497547296,0.0,23.9849999999999,,
2004-01-12,sh.000016,1081.807,1117.505,1079.773,1116.799,1081.785,1023394300,8376568721.0,3,0.032476,1,3.23668,0.0,1092.641,,,1062.156278230815,1040.1906555876838,21.965622643130928,11.606045047020649,1.2086971409007532,,,,,,78.64289221703908,,,,6620330300,,,,,,,,,35833128020.19989,,,,,,,,,,1104.6923333333334,1091.8796666666667,1129.611666666667,1066.9603333333332,1142.4243333333336,1167.343666666667,1054.1476666666665,,,,1057.2591256879234,60.24587431207669,22.513874312076496,34.99199999999996,34.99199999999996,,
2004-01-13,sh.000016,1120.149,1123.656,1089.633,1102.341,1116.799,983718900,7989281144.0,3,0.031136,1,-1.294594,0.0,1097.9779999999998,,,1068.3385431183815,1044.7943848034108,23.5441583149709,13.9936677006107,40.46434809021202,,,,,,63.70499717528629,,,,6620330300,,,,,,,,,-14222607856.200085,,,,,,,,,,1105.2099999999998,1086.7639999999997,1120.7869999999996,1071.187,1139.2329999999995,1154.8099999999995,1052.7409999999998,,,,1063.270042262867,60.38595773713291,26.362957737133,0.0,17.807999999999993,,
2004-01-14,sh.000016,1101.445,1101.666,1076.869,1079.72,1102.341,712049900,5343577668.0,3,0.022537,1,-2.052085,0.0,1096.6614,,,1070.0895364847845,1047.3814674105656,22.708069074218884,15.736547975332336,93.90642699895248,,66.14161092444749,66.14161092444749,66.14161092444749,66.14161092444749,46.989362383265146,,,,6620330300,,,,,,,,,-16107280787.899906,,,,,,,,,,1086.085,1070.504,1095.3010000000002,1061.288,1110.882,1120.0980000000002,1045.707,,,,1065.4633699611516,36.20263003884838,11.405630038848358,0.0,21.72499999999991,,
2004-01-15,sh.000016,1078.533,1088.67,1070.727,1073.977,1079.72,617920700,4755875010.0,3,0.019558,1,-0.53189,0.0,1090.9244,1079.1391,,1070.6876077948175,1049.3515068616348,21.336100933182934,16.856458566902457,93.85969884184472,38.28411577941486,56.94202484030623,60.621859273962734,62.82975993415664,56.20605795357491,35.47050540455663,,50.0,,6620330300,,,,,,,,,-3548718580.0999618,,,,,,,,,,1077.7913333333331,1066.9126666666666,1084.8556666666666,1059.8483333333334,1095.734333333333,1102.7986666666666,1048.9696666666666,,,,1066.598520632998,22.071479367001984,4.128479367002001,0.0,4.555999999999813,,
2004-01-16,sh.000016,1076.636,1087.817,1067.847,1083.652,1073.977,717416700,5520318130.0,3,0.022707,1,0.90085,0.0,1091.2977999999998,1086.3696,,1072.6821296725382,1051.8922841311432,20.789845541394925,17.64313596180095,71.68019495063507,34.67242171316634,38.0368953392916,49.92371846280272,56.71637186877847,36.338411650851214,51.06672304053203,,60.0,,7337747000,,,,,,,,,6941006572.499968,,,,,,,,,,1079.772,1071.727,1091.697,1059.802,1099.742,1111.667,1051.7569999999998,,,,1068.8723178819316,18.944682118068386,-1.0253178819316418,7.016000000000076,7.016000000000076,,
2004-01-29,sh.000016,1086.657,1101.027,1084.455,1100.604,1083.652,579123000,4529581998.0,3,0.01833,1,1.564342,0.0,1088.0588,1090.3499000000002,,1076.9778020306092,1055.5005593806882,21.47724264992098,18.40995729942496,41.305165833467576,35.70576663930226,58.69483416653242,53.56710498589044,55.40821485588651,49.88488524589829,38.34036487206441,,60.0,,7916870000,,,,,,,,,9817293095.999998,,,,,,,,,,1095.362,1089.697,1106.2690000000002,1078.79,1111.9340000000002,1122.8410000000003,1073.125,,,,1073.1032088310074,27.923791168992693,11.351791168992577,13.947000000000116,13.947000000000116,,
2004-01-30,sh.000016,1102.17,1103.699,1066.445,1067.553,1100.604,776111800,5943973870.0,3,0.024565,1,-3.00299,0.0,1081.1011999999998,1089.5396,,1075.5278324874384,1056.3933327598966,19.13449972754188,18.554865785048342,97.0258227304446,98.06330950341687,1.9366904965831295,33.74689847577721,47.09273321233745,7.055229002656716,30.243520138115954,,50.0,,7916870000,,,,,,,,,-25651271101.799946,,,,,,,,,,1079.2323333333334,1054.765666666667,1092.0196666666668,1041.9783333333332,1116.4863333333335,1129.273666666667,1017.5116666666664,,,,1072.363180986873,31.335819013127093,-5.91818098687304,0.0,34.61699999999996,,
