date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctchg,isst,MACD,Signal,WMS(5),WMS(10),RSV,K,D,J,RSI(5),RSI(14),PSY(10),PSY(20),OBV,OBV(30)
1991-04-03,sz.399001,988.0500,988.05,988.05,988.05,988.0500,100.0,10000.0000,3,0.000000,1,0.000000,0,0.0,0.0,,,,,,,,,,,0.0,
1991-04-04,sz.399001,983.1100,983.11,983.11,983.11,988.0500,52300.0,761000.0000,3,0.000000,1,-0.499975,0,-0.39407407407406936,-0.07881481481481388,,,,,,,,,,,-52300.0,
1991-04-05,sz.399001,978.2700,978.27,978.27,978.27,983.1100,10700.0,150000.0000,3,0.000000,1,-0.492312,0,-1.0844275614646222,-0.27993736414477555,,,,,,,,,,,-63000.0,
1991-04-08,sz.399001,968.5700,968.57,968.57,968.57,973.4200,5700.0,84000.0000,3,0.000000,1,-0.498241,0,-2.386733825813735,-0.7012966564785675,,,,,,,,,,,-68700.0,
1991-04-09,sz.399001,963.7300,963.73,963.73,963.73,968.5700,1900.0,39000.0000,3,0.000000,1,-0.499708,0,-3.7659568668186694,-1.3142286985465879,100.0,,,,,,0.0,,,,-70600.0,
1991-04-10,sz.399001,958.8800,958.88,958.88,958.88,963.7300,4500.0,110000.0000,3,0.000000,1,-0.503250,0,-5.190522418981345,-2.0894874426335397,100.0,,,,,,0.0,,,,-75100.0,
1991-04-11,sz.399001,954.0300,954.03,954.03,954.03,958.8800,4500.0,59000.0000,3,0.000000,1,-0.505796,0,-6.6343783653312585,-2.9984656271730836,100.0,,,,,,0.0,,,,-79600.0,
1991-04-12,sz.399001,949.3100,949.31,949.31,949.31,954.0300,6800.0,113000.0000,3,0.000000,1,-0.494747,0,-8.06652329919143,-4.012077161576753,100.0,,,,,,0.0,,,,-86400.0,
1991-04-15,sz.399001,939.9800,939.98,939.98,939.98,944.5800,5000.0,64000.0000,3,0.000000,1,-0.486993,0,-9.840921486128082,-5.177846026487019,100.0,,0.0,0.0,0.0,0.0,0.0,,,,-91400.0,
1991-04-16,sz.399001,935.3800,935.38,935.38,935.38,939.9800,2200.0,34000.0000,3,0.000000,1,-0.489370,0,-11.485923809384644,-6.439461583066545,100.0,100.00000000000001,0.0,0.0,0.0,0.0,0.0,,0.0,,-93600.0,
1991-04-17,sz.399001,930.7800,930.78,930.78,930.78,935.3800,2100.0,30000.0000,3,0.000000,1,-0.491776,0,-13.010801141743627,-7.753729494801962,100.0,99.99999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,-95700.0,
1991-04-18,sz.399001,926.1800,926.18,926.18,926.18,930.7800,1400.0,32000.0000,3,0.000000,1,-0.494213,0,-14.424185933287049,-9.08782078249898,100.0,100.00000000000001,0.0,0.0,0.0,0.0,0.0,,0.0,,-97100.0,
1991-04-19,sz.399001,921.5800,921.58,921.58,921.58,926.1800,1700.0,27000.0000,3,0.000000,1,-0.496661,0,-15.734112069871912,-10.417079039973567,100.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-98800.0,
1991-04-22,sz.399001,912.3800,912.38,912.38,912.38,916.9800,100.0,1000.0000,3,0.000000,1,-0.501644,0,-17.315004489476905,-11.796664129874236,100.0,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-98900.0,
1991-04-23,sz.399001,907.7800,907.78,907.78,907.78,912.3800,4800.0,150000.0000,3,0.000000,1,-0.504173,0,-18.723224994985458,-13.18197630289648,100.0,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-103700.0,
1991-04-24,sz.399001,903.3100,903.31,903.31,903.31,907.7800,4600.0,109000.0000,3,0.000000,1,-0.492414,0,-19.96974277001368,-14.539529596319921,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-108300.0,
1991-04-25,sz.399001,898.8400,898.84,898.84,898.84,903.3100,5000.0,110000.0000,3,0.000000,1,-0.494843,0,-21.075365040819065,-15.84669668521975,100.0,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-113300.0,
1991-04-26,sz.399001,894.3600,894.36,894.36,894.36,898.8400,5300.0,92000.0000,3,0.000000,1,-0.498425,0,-22.058797132865266,-17.089116774748856,100.0,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-118600.0,
1991-04-29,sz.399001,885.4300,885.43,885.43,885.43,889.8900,4900.0,72000.0000,3,0.000000,1,-0.501188,0,-23.290274730532587,-18.329348365905602,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-123500.0,
1991-04-30,sz.399001,880.9800,880.98,880.98,880.98,885.4300,14200.0,182000.0000,3,0.000000,1,-0.502582,0,-24.344677124938244,-19.532414117712133,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137700.0,
1991-05-02,sz.399001,876.5700,876.57,876.57,876.57,880.9800,7200.0,92000.0000,3,0.000000,1,-0.500576,0,-25.245138520840783,-20.674958998337864,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144900.0,
1991-05-03,sz.399001,872.1600,872.16,872.16,872.16,876.5700,7800.0,103000.0000,3,0.000000,1,-0.503101,0,-26.014729204002833,-21.74291303947086,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152700.0,
1991-05-06,sz.399001,863.3500,863.35,863.35,863.35,867.7500,12400.0,181000.0000,3,0.000000,1,-0.507061,0,-27.02401273976784,-22.799132979530256,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-165100.0,
1991-05-07,sz.399001,859.0600,859.06,859.06,859.06,863.3500,10200.0,127000.0000,3,0.000000,1,-0.496899,0,-27.849018213774457,-23.8091100263791,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-175300.0,
1991-05-08,sz.399001,854.7800,854.78,854.78,854.78,859.0600,30900.0,697000.0000,3,0.000000,1,-0.498215,0,-28.51944679638609,-24.751177380380497,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-206200.0,
1991-05-09,sz.399001,850.5000,850.5,850.5,850.5,854.7800,45000.0,568000.0000,3,0.000000,1,-0.500717,0,-29.061127916137366,-25.61316748753187,100.0,100.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251200.0,
1991-05-10,sz.399001,846.2200,846.22,846.22,846.22,850.5000,70000.0,897000.0000,3,0.000000,1,-0.503237,0,-29.495765512339744,-26.389687092493446,100.0,99.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-321200.0,
1991-05-13,sz.399001,837.6600,837.66,837.66,837.66,841.9400,155400.0,1910000.0000,3,0.000000,1,-0.508353,0,-30.183008466488673,-27.14835136729249,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-476600.0,
1991-05-14,sz.399001,834.4400,835.01,833.38,835.01,837.6600,316000.0,3874000.0000,3,0.000000,1,-0.316353,0,-30.58887678137478,-27.83645645010895,92.38317757009347,96.57563025210085,3.7740217642972755,1.2582595178981086,0.4195039438719232,2.9357706659504794,0.0,0.0,0.0,0.0,-792600.0,
1991-05-15,sz.399001,832.3600,832.54,832.36,832.54,835.0100,395700.0,5673000.0000,3,0.000000,1,-0.295809,0,-30.75531062601351,-28.420227285289865,99.00771775082718,99.5928522958608,0.45226130653253815,0.9895575334928466,0.6095472077260297,1.7495781850264802,0.0,0.0,0.0,0.0,-1188300.0,-188346.66666666666
1991-05-16,sz.399001,830.0600,830.06,830.06,830.06,832.5400,591800.0,8116000.0000,3,0.000000,1,-0.297881,0,-30.73305440029162,-28.882792708290218,100.0,99.99999999999999,0.0,0.6596756282713032,0.6262581702678971,0.7265105442781155,0.0,0.0,0.0,0.0,-1780100.0,-247683.33333333334
1991-05-17,sz.399001,827.7200,827.72,827.72,827.72,830.0600,901400.0,11550000.0000,3,0.000000,1,-0.281911,0,-30.552049614893576,-29.21664408961089,100.0,100.0,0.0,0.439770689125533,0.5640919836838543,0.19112810000889047,0.0,0.0,0.0,0.0,-2681500.0,-335323.3333333333
1991-05-20,sz.399001,822.6700,822.67,822.67,822.67,825.2000,563100.0,6783000.0000,3,0.000000,1,-0.306596,0,-30.46491424610724,-29.466298120910164,100.0,100.0,0.0,0.2931746539020646,0.47378263064736204,-0.06804129958853022,0.0,0.0,0.0,0.0,-3244600.0,-441376.6666666667
1991-05-21,sz.399001,820.1500,820.15,820.15,820.15,822.6700,370800.0,4590000.0000,3,0.000000,1,-0.306315,0,-30.250492925877325,-29.623137081903597,100.0,100.0,0.0,0.1954471891243275,0.38100170059150257,-0.17566183381002265,0.0,0.0,0.0,0.0,-3615400.0,-559600.0
1991-05-22,sz.399001,817.6300,817.63,817.63,817.63,820.1500,453300.0,5591000.0000,3,0.000000,1,-0.307263,0,-29.938789692923706,-29.68626760410762,100.0,100.0,0.0,0.13029697937757462,0.2974319892809009,-0.203973040429078,0.0,0.0,0.0,0.0,-4068700.0,-692870.0
1991-05-23,sz.399001,814.1600,815.22,813.59,813.59,817.6300,326700.0,4006000.0000,3,0.000000,1,-0.494108,0,-29.67567417202929,-29.684148917691957,100.0,100.0,0.0,0.08686414327905377,0.22724188367212236,-0.19389133750708343,0.0,0.0,0.0,0.0,-4395400.0,-836880.0
1991-05-24,sz.399001,809.5600,809.56,809.56,809.56,813.5900,100800.0,1190000.0000,3,0.000000,1,-0.495339,0,-29.452826693584598,-29.637884472870486,100.0,100.0,0.0,0.0579092023485488,0.1707972150177963,-0.16786682298994618,0.0,0.0,0.0,0.0,-4496200.0,-984100.0
1991-05-27,sz.399001,801.4800,801.48,801.48,801.48,805.5200,132000.0,1509000.0000,3,0.000000,1,-0.501544,0,-29.587144746728086,-29.627736527642007,100.0,100.0,0.0,0.03860603423117603,0.12673325829120025,-0.13764841388887242,0.0,0.0,0.0,0.0,-4628200.0,-1135493.3333333333
1991-05-28,sz.399001,797.9800,797.98,797.98,797.98,801.4800,17800.0,216000.0000,3,0.000000,1,-0.436692,0,-29.63440652914278,-29.62907052794216,100.0,100.0,0.0,0.025737311413042238,0.09306782561952671,-0.10892371699992671,0.0,0.0,0.0,0.0,-4646000.0,-1287313.3333333333
1991-05-29,sz.399001,794.6100,794.61,794.61,794.61,797.9800,13600.0,258000.0000,3,0.000000,1,-0.422316,0,-29.602552865460325,-29.623766995445795,100.0,100.0,0.0,0.017158187723830164,0.06776455433919906,-0.08405454550690764,0.0,0.0,0.0,0.0,-4659600.0,-1439513.3333333333
1991-05-30,sz.399001,791.2300,791.23,791.23,791.23,794.6100,20400.0,286000.0000,3,0.000000,1,-0.425367,0,-29.509874891174036,-29.600988574591444,100.0,100.0,0.0,0.01143878297818622,0.048989268207038694,-0.06366218747951874,0.0,0.0,0.0,0.0,-4680000.0,-1592323.3333333333
1991-05-31,sz.399001,787.8500,787.85,787.85,787.85,791.2300,8100.0,96000.0000,3,0.000000,1,-0.427184,0,-29.370598701734025,-29.554910600019962,100.0,100.0,0.0,0.007625851390928957,0.03520144839825331,-0.04752534262371975,0.0,0.0,0.0,0.0,-4688100.0,-1745356.6666666667
