真实,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
2907.822,3020.2695000000003,3008.4441500000003,3008.7742,3004.70285,2985.1885,2984.54165,2984.11755,2978.28945
2915.731,2923.59425,2926.5697,2913.9226999999996,2921.6918,2921.97805,2926.10365,2917.8867499999997,2914.0838500000004
2875.809,2923.40665,2916.34125,2902.9377,2896.0946999999996,2882.4260999999997,2881.7015,2877.8712,2884.358
2889.76,2865.1266499999997,2872.7561,2855.2237,2854.4311500000003,2850.1571,2852.48655,2851.37955,2850.5666
2859.336,2882.02895,2869.58235,2860.6824,2858.71115,2860.8596500000003,2855.7072000000003,2862.69475,2858.24155
2844.508,2861.0316000000003,2868.5,2845.9032500000003,2849.59465,2851.47805,2848.4480999999996,2851.6456,2843.3653000000004
2813.177,2836.2740999999996,2835.4781000000003,2822.3161,2835.0715499999997,2833.7106000000003,2828.6736,2828.1634000000004,2826.3603000000003
2786.896,2822.89715,2829.5161,2827.2018,2831.4071000000004,2838.7054,2837.38085,2834.43285,2835.3284000000003
2847.418,2761.9078499999996,2779.9886500000002,2758.0645000000004,2773.5940499999997,2768.4684500000003,2765.2218000000003,2770.5252,2765.9563
2775.557,2834.6926000000003,2829.7776000000003,2817.3172,2812.05125,2804.25655,2801.12685,2795.56685,2792.3133
2786.887,2751.02065,2748.3362500000003,2733.1305500000003,2724.6196,2721.29035,2716.6904999999997,2716.5720499999998,2717.9654499999997
2759.126,2778.8205500000004,2775.3244,2741.9927,2731.2785999999996,2738.8426,2727.9324500000002,2715.7475000000004,2725.33885
2733.881,2730.5702,2716.1841,2709.5960999999998,2689.4253500000004,2679.5382,2682.2728,2677.78535,2677.1959
2747.228,2711.9173,2708.3494,2734.02645,2726.2062000000005,2709.06795,2708.8089,2695.58255,2684.1682
2815.109,2736.62225,2714.9933,2706.62215,2702.99825,2706.0257500000002,2714.76735,2711.92275,2713.22315
2827.625,2811.5741000000003,2795.9433,2791.4905,2786.59835,2777.63945,2780.9750000000004,2778.9148,2775.081
2777.771,2819.58925,2813.991,2809.50295,2805.7338,2804.68795,2800.6256000000003,2799.4701999999997,2798.10935
2837.658,2754.3929500000004,2753.6944,2742.63,2746.9883,2744.089,2743.4850500000002,2741.71525,2739.3432000000003
2831.183,2826.0789,2817.04465,2806.8500000000004,2802.2158499999996,2787.6007,2785.2823,2779.32215,2781.7385999999997
2814.041,2827.9266,2817.15265,2811.56675,2783.7046500000006,2773.6434,2760.8675000000003,2760.6972,2766.14995
2798.125,2818.1733000000004,2818.8093,2795.0801,2786.3410000000003,2780.19925,2774.91115,2773.1337999999996,2770.0175
2787.257,2767.3989999999994,2751.7855999999992,2730.51985,2740.732,2738.3506500000003,2719.59855,2710.6194000000005,2709.9218
2772.545,2778.56325,2761.6062,2748.2784,2733.4291000000003,2724.9078,2721.8659000000002,2719.31125,2724.7204
2829.271,2731.5223,2724.5792,2718.66725,2716.1550500000003,2719.545,2721.90995,2718.81625,2715.5975500000004
2859.542,2831.4387,2835.03675,2824.9895500000002,2838.8466500000004,2842.6523500000003,2833.9959500000004,2834.4479,2837.3966499999997
2905.561,2863.6767499999996,2870.09425,2875.53935,2882.3904,2894.9930000000004,2890.2051,2888.6977500000003,2881.1907499999998
2903.646,2907.92695,2919.7468000000003,2918.53525,2930.8200500000003,2930.40115,2924.4047,2932.6044,2917.5181000000002
2882.225,2926.91785,2928.73125,2937.1701000000003,2918.3527,2921.8257,2919.6480500000002,2924.9223,2926.9608
2873.593,2873.316,2898.1557000000003,2899.3601,2897.3984,2895.58835,2898.3034,2902.5616,2906.9229
2869.049,2879.2986,2889.15585,2885.2168,2884.3864000000003,2876.1711999999998,2880.77395,2878.8291,2880.52865
2876.4,2880.2739,2873.4148999999998,2885.3834500000003,2882.0438,2879.4497499999998,2885.22925,2890.7562,2892.3047500000002
2824.533,2880.4644999999996,2877.8917,2873.0585,2871.2880999999998,2880.3771500000003,2877.85995,2881.6317,2882.9531500000003
2768.023,2830.46705,2829.3685,2831.24805,2836.4488,2834.2585,2843.4461499999998,2848.0784,2855.1020500000004
2740.442,2765.1837000000005,2776.7674500000003,2779.9629999999997,2778.5575,2777.14465,2781.62115,2779.98825,2784.3953999999994
2705.156,2738.6272,2741.1485000000002,2748.8659,2775.16455,2788.0348999999997,2799.2612000000004,2799.7375,2809.5122
2779.374,2698.4454499999997,2696.3158999999996,2720.35735,2732.6576999999997,2752.22615,2745.9409,2744.4521,2767.6176
2744.069,2798.8404,2795.2315000000003,2805.5496000000003,2805.24775,2800.45535,2800.5550999999996,2807.1947,2807.4144000000006
2794.381,2777.213,2777.79035,2780.64305,2779.1715999999997,2778.7797,2789.3652,2789.0344999999998,2789.0287500000004
2795.309,2806.32225,2820.9363,2833.2972999999997,2840.4901499999996,2849.82935,2851.9888,2848.2491,2846.5743
2785.872,2806.0918,2822.5465,2841.2592,2847.2915000000003,2855.5863,2861.4461499999998,2860.39175,2864.0621
2780.964,2798.03905,2798.2018000000003,2799.6717,2811.7439000000004,2809.6304,2805.62235,2800.1745500000006,2797.0996000000005
2723.257,2793.5959000000003,2805.3940000000002,2790.4535,2779.0807000000004,2770.5714500000004,2765.2673000000004,2757.33735,2759.57425
2705.191,2717.849,2734.3776000000003,2731.17925,2715.9641500000002,2725.8321,2732.38195,2737.4416499999998,2733.3442999999997
2668.966,2698.0452,2695.4275500000003,2695.4933,2688.5377,2686.4416499999998,2687.0198500000006,2688.9003000000002,2696.37585
2698.465,2660.23885,2657.4649,2659.3693000000003,2659.95555,2690.8023,2698.924,2699.64825,2711.90335
2733.826,2680.1115,2663.47495,2657.31925,2653.8125,2671.87655,2676.2605000000003,2670.0953500000005,2663.7115999999996
2714.608,2739.98495,2738.3588500000005,2769.6886,2771.61585,2779.01305,2775.5272999999997,2773.2000500000004,2784.66075
2724.624,2721.6929,2721.53865,2729.6004000000003,2730.7923,2739.5598,2744.67955,2748.6127500000002,2746.761
2729.43,2727.4251,2735.5458,2736.87835,2738.1737000000003,2735.2619999999997,2730.2503500000003,2725.27835,2720.95605
2780.899,2724.2828,2737.6289500000003,2732.7111,2714.30875,2706.7207,2699.63925,2695.77035,2697.72275
2777.98,2787.5940499999997,2788.2558500000005,2790.9419,2795.2273000000005,2795.3215499999997,2799.44785,2792.5527,2786.63605
2769.294,2787.7885000000006,2793.78415,2784.9851000000003,2772.3156,2766.2541,2768.98485,2762.0869000000002,2758.57835
2737.736,2763.5204999999996,2760.77345,2741.27435,2745.4132,2737.3859500000003,2733.6393499999995,2725.81905,2739.37555
2725.249,2724.9055500000004,2702.8283,2698.0746,2700.507,2690.5697,2687.2880999999998,2686.86425,2692.1806500000002
2720.734,2715.8085,2713.10675,2706.31615,2704.1515,2705.8022,2707.5993,2714.40935,2714.4561000000003
2750.58,2740.478,2736.8659,2735.2488999999996,2738.62255,2736.9262,2740.93345,2740.1147,2742.22015
2704.336,2744.9695,2750.34645,2747.0849,2728.2818500000003,2740.0916500000003,2737.3865000000005,2740.49875,2732.6889
2691.592,2695.98725,2697.9747500000003,2709.91665,2700.4592000000002,2695.5078500000004,2714.0131,2713.4105,2711.6781499999997
2702.3,2675.965,2671.50855,2659.9542,2657.65845,2654.79165,2649.00195,2644.8122,2643.1488
2669.484,2707.3867500000006,2709.78325,2711.88915,2714.4323000000004,2715.5737,2713.976,2713.89325,2711.9821
2664.799,2667.2186,2668.3911499999995,2671.8256499999998,2670.1451500000003,2676.75645,2681.8700000000003,2677.429,2674.7422500000002
2656.11,2671.1926500000004,2658.36035,2658.83385,2663.10975,2668.9571,2669.3571,2662.28295,2658.6077
2686.578,2658.8514999999998,2659.4856999999997,2662.10815,2665.1478500000003,2664.2295999999997,2664.7439000000004,2658.82395,2648.59455
2681.643,2685.5012,2669.55865,2662.8288000000002,2664.0265500000005,2663.62395,2661.54575,2663.55445,2658.1239
2651.788,2674.4219000000003,2671.52855,2665.0155999999997,2666.0366000000004,2668.5156500000003,2661.7064,2657.1580000000004,2654.75155
2699.95,2655.5833000000002,2677.84285,2675.6628499999997,2673.4889000000003,2671.9797500000004,2662.6531999999997,2649.2966,2648.5364
2730.85,2690.7435,2681.18415,2666.5755500000005,2657.5786,2650.9401500000004,2643.4988,2646.90775,2646.10375
2729.243,2725.4568,2720.71695,2726.43625,2730.2442499999997,2729.2006,2732.4986,2734.209,2731.93365
2797.484,2736.2624,2735.1398,2729.0328,2709.5335,2708.35465,2710.4834,2719.3708,2720.4103000000005
2781.138,2792.9103999999998,2787.7201,2787.4067999999997,2782.286,2780.7816000000003,2772.9121,2777.3082999999997,2779.43485
2806.813,2783.23175,2784.08915,2779.0135,2776.6691,2771.52455,2754.1721,2752.4492,2750.2186
2791.774,2796.82035,2797.6763499999997,2794.35045,2791.0559000000003,2788.9292,2783.7102,2784.8296499999997,2779.8507
2821.35,2784.3093499999995,2790.3689999999997,2801.7110000000002,2803.5766999999996,2799.0965,2800.9850500000002,2805.74115,2807.0569000000005
2716.51,2818.3959999999997,2814.83755,2812.31285,2811.85285,2812.3559999999998,2813.83105,2813.9713500000003,2816.1326
2721.013,2728.8406999999997,2740.3525,2727.98985,2733.90545,2737.7361499999997,2738.5666,2745.441,2747.0612
2725.836,2719.9937499999996,2727.35975,2740.3552499999996,2737.4478,2735.1102,2742.4786000000004,2747.8901000000005,2742.5808
2583.457,2736.5223499999997,2732.5304000000006,2735.3540000000003,2745.6615,2754.4261500000002,2755.48385,2754.1054000000004,2757.9163500000004
2606.912,2605.87,2604.5850499999997,2592.40375,2608.90615,2616.4637000000002,2637.1864,2641.04055,2646.1692000000003
2568.098,2611.4995000000004,2606.0409,2623.40085,2636.44305,2637.4469,2640.58885,2661.5746500000005,2666.11035
2546.329,2572.3437000000004,2574.25655,2574.2715500000004,2580.96375,2581.1789500000004,2578.6568500000003,2588.71695,2588.0568
2561.614,2550.00405,2543.2159,2542.86625,2535.61345,2535.5023,2556.3824500000005,2545.1768,2545.7788
2486.418,2568.1752,2558.91575,2547.0762,2541.9223,2537.4306,2530.8398500000003,2526.58385,2535.64855
2550.465,2474.25075,2477.4348000000005,2477.8872499999998,2475.9522500000003,2475.6535999999996,2471.58155,2460.65765,2457.2375
2654.876,2546.3005000000003,2528.9282000000003,2521.60015,2526.076,2523.6062,2510.40315,2497.4524499999998,2496.4512
2594.825,2644.6105,2648.4732000000004,2639.2610000000004,2646.6620000000003,2636.8601499999995,2629.77035,2621.5570500000003,2602.8123
2603.295,2601.8230000000003,2613.82175,2616.3311,2605.9229,2615.0501000000004,2619.5785000000005,2611.31975,2594.3867499999997
2603.799,2616.2076500000003,2620.0505000000003,2614.26285,2616.5743,2604.6956500000006,2589.7075,2589.9163,2596.2335000000003
2598.846,2596.95885,2589.0006,2588.232,2607.1041999999998,2572.3154,2571.45425,2577.9159,2582.28735
2542.103,2586.6774500000006,2603.60485,2630.7623999999996,2631.7779,2646.6919500000004,2660.1208500000002,2668.7048000000004,2675.05225
2568.048,2544.6913999999997,2540.5092,2533.7421999999997,2529.14355,2534.2268999999997,2542.21015,2549.23475,2555.4102999999996
2602.783,2584.0978999999998,2578.12195,2594.57825,2605.6413000000002,2618.95835,2622.3324000000002,2647.57685,2656.6781499999997
2606.237,2603.1741,2582.7685,2586.7509,2586.2740000000003,2594.7429,2581.7329,2583.8115,2593.9809999999998
2676.476,2622.38355,2619.7032,2609.7871000000005,2637.7209000000003,2636.5954,2631.6618,2645.987,2632.38065
2665.43,2678.7391,2685.90005,2687.5175,2692.47285,2703.89175,2708.07435,2709.6437,2709.91215
2659.356,2673.7039000000004,2671.7097000000003,2675.5391,2680.73665,2690.5285000000003,2688.4967,2694.7100499999997,2699.36015
2641.342,2656.9497,2663.93595,2670.65715,2688.2323,2666.1771500000004,2672.755,2682.5163000000002,2679.1736499999997
2635.632,2644.7472500000003,2651.5377,2641.2865,2638.5661499999997,2635.54525,2638.1046,2649.55955,2655.2649
2598.871,2628.12605,2647.3971,2647.6099000000004,2665.7517500000004,2675.4921999999997,2665.515450000001,2670.59105,2683.92015
2630.519,2608.63825,2603.4701,2590.9288500000002,2592.9831,2592.6006500000003,2588.4427,2608.442,2604.45195
2654.879,2642.3292,2657.81315,2666.50495,2680.4334500000004,2687.09945,2691.0280999999995,2683.07315,2681.8697
2632.242,2661.3841,2667.8365999999996,2675.2017,2689.57895,2698.1706,2702.087,2694.68465,2695.8589
2668.17,2617.2237999999998,2604.1203,2595.4131500000003,2592.74475,2592.7696,2577.4850500000002,2574.59485,2568.0768
2679.109,2659.1345,2650.4148999999998,2649.67265,2641.1845000000003,2642.7022,2643.02275,2642.9521500000005,2641.4424
2703.511,2686.72095,2685.6662,2680.6868999999997,2669.2313,2667.1822500000003,2657.04335,2657.1829,2645.70655
2645.854,2704.59105,2703.8208000000004,2698.09205,2699.19085,2690.889,2687.99715,2687.2064,2687.39645
2651.505,2651.37995,2648.5362999999998,2641.35905,2634.2063500000004,2630.80245,2624.1195,2624.59735,2622.52545
2645.433,2652.05635,2649.3418,2631.1243,2620.7387,2620.13025,2610.48065,2615.2437,2617.30825
2579.483,2625.12455,2612.7952999999998,2605.0272000000004,2591.4838,2572.92915,2570.5684499999998,2570.72415,2581.8720000000003
2575.81,2578.2247,2577.9224999999997,2557.38025,2555.7175500000003,2552.80625,2559.17825,2555.7409500000003,2554.71475
2574.679,2576.2803,2558.85815,2558.8677,2558.9727000000003,2555.0446,2555.5931,2549.43055,2549.7194
2601.736,2592.1633,2589.0709,2597.23845,2608.7102999999997,2612.8911,2610.67205,2615.2701,2622.2115000000003
2567.443,2609.0464,2594.72725,2605.4193999999998,2612.0899,2610.29375,2611.1501,2613.6467000000002,2614.51375
2588.187,2564.91775,2554.6000999999997,2559.16125,2551.0813,2556.7428,2555.23055,2550.35005,2546.04095
2654.798,2595.24625,2603.056,2608.5161,2609.8963500000004,2610.08215,2612.1167,2608.2503500000003,2606.66925
2665.957,2663.4897500000006,2665.4501500000006,2666.5567499999997,2669.9557999999997,2670.4667,2662.8283,2668.4489000000003,2669.5633
2649.805,2671.61225,2676.0396,2663.48565,2656.7469,2655.7299000000003,2654.4907,2645.11115,2634.0367
2605.181,2655.157,2656.6208,2645.1626000000006,2630.9942499999997,2627.361,2618.20955,2603.4639500000003,2605.6407
2605.887,2591.0121000000004,2588.3445,2570.4252500000002,2568.2904,2549.714,2537.34735,2530.6364000000003,2535.41075
2584.582,2604.4401,2587.7538000000004,2595.38765,2591.11695,2571.86535,2568.723,2574.6538,2582.1089
2594.088,2574.89385,2581.7628000000004,2576.85935,2570.71025,2570.1042500000003,2577.5363500000003,2576.41245,2573.12725
2602.152,2576.4656999999997,2573.6977500000003,2560.6014499999997,2554.2491,2553.1187,2551.3629499999997,2546.0996999999998,2547.8894
2634.049,2632.2993500000002,2634.65725,2644.7199,2653.6874500000004,2660.4989,2668.7508500000004,2671.6761,2676.7009
2593.74,2642.3378000000002,2640.9821,2656.90815,2661.9825,2665.2774,2664.00225,2661.46325,2654.5539
2597.973,2596.2996000000003,2608.6253500000003,2612.4846,2608.5191,2623.1238000000003,2620.7626,2617.2403999999997,2611.9999000000003
2576.649,2605.50885,2611.6968,2619.57855,2618.90385,2621.0335000000005,2610.5652,2607.23225,2606.3025500000003
2549.563,2585.3134,2581.34415,2584.395,2582.65445,2570.2175500000003,2570.81415,2572.3811,2567.7577
2536.267,2564.5326,2571.9754,2571.80635,2569.6334,2569.8635000000004,2575.1648,2585.3626,2574.31815
2516.25,2533.2249,2529.4211999999998,2541.0199000000002,2553.7405500000004,2559.8896,2562.7726000000002,2567.1204,2565.6526000000003
2527.007,2520.5486,2516.84,2540.732,2554.6565500000006,2558.19175,2570.81595,2571.4985,2573.57125
2504.819,2526.5375,2525.5944,2542.6298,2545.61155,2547.88605,2550.8896999999997,2562.41375,2563.5538
2498.293,2501.4349,2505.66525,2518.8875000000003,2519.6531,2516.3469999999998,2518.9822000000004,2516.339,2511.2346
2483.086,2485.7168500000002,2492.31615,2486.4558,2488.71055,2494.70995,2493.6805,2494.09205,2495.49405
2493.896,2476.8381,2475.34745,2475.2083000000002,2470.5305,2467.0131499999998,2465.1148000000003,2463.7695000000003,2461.36785
2465.291,2477.1808499999997,2468.2739999999994,2468.51125,2468.7171,2461.89735,2458.4403,2458.7523499999998,2450.93485
2464.362,2457.53825,2433.6603999999998,2443.0035,2451.8662000000004,2443.63415,2440.5345500000003,2434.96785,2433.86215
2514.868,2459.97675,2452.4894000000004,2447.1291,2442.47085,2438.9755999999998,2440.65255,2433.5168999999996,2429.80185
2533.088,2514.6093,2508.02515,2503.58295,2498.8410000000003,2488.90255,2474.5210500000003,2469.1127500000002,2468.57025
2526.462,2525.6474,2518.3970499999996,2514.2843,2503.5222000000003,2495.20735,2490.1998000000003,2484.6083500000004,2476.2416
2544.344,2522.5554,2518.32525,2527.54115,2522.4001,2520.8853,2517.5940499999997,2514.0111500000003,2512.2453
2535.098,2538.6405999999997,2532.37755,2530.5087999999996,2523.8955,2517.10405,2507.04695,2512.2091,2510.9993
2553.831,2526.8481,2525.8818,2525.24215,2519.7996,2510.22815,2503.3499500000003,2507.5855,2510.8353500000003
2535.765,2540.5363500000003,2533.26785,2520.5708000000004,2515.7206,2503.0411000000004,2501.9473500000004,2493.1051500000003,2489.43215
